LocationFromNERflair,policereport_id
Falkenhagener Feld,1686
Hohenzollernring,1686
Zweibrücker Straße,1686
Falkenseer Chaussee,1686
Askanierring,1686
Hanne-Sobek-Platz,1687
Badstraße,1687
Brunnenstraße,1687
Behmstraße,1687
Grüntaler Straße,1687
Schöneberg,1688
Hohenstaufenstraße,1688
Landsberger Allee,1689
Möllendorffstraße,1689
Weißenseer Weg,1689
Vulkanstraße,1689
Fennpfuhl,1689
Dannenwalder Weg,1690
Brand,1691
Krossener Straße,1691
Berlin,1691
Friedrichshain,1691
Bartastraße,1692
Neukölln,1692
VW Golf,1693
Rudolstädter Straße,1693
Wilhelmstadt,1693
Wilmersdorf,1693
Heerstraße,1693
Pichelsdorfer Straße,1693
Plönzeile,1694
Brand,1694
Oberschöneweide,1694
Columbiadamm,1695
Rudow,1695
Tempelhof,1695
Neuköllner Straße,1695
Luftbrücke,1695
Rubensstraße,1695
Marzahn,1696
Springpfuhl,1696
Brandenburg,1697
Holzmarktstraße,1697
Brandenburg,1698
Wisbyer Straße,1698
Prenzlauer Berg,1698
Charlottenburg,1699
Hardenbergstraße,1699
Zehlendorf,1700
Sundgauer Straße,1700
Mahlsdorfer Straße,1701
Gehsener Straße,1701
X69,1701
Johannisthal,1702
Königsheideweg,1702
Segelfliegerdamm,1702
Bölschestraße,1703
Friedrichshagen,1703
Zoologischer Garten,1704
Spandau,1704
Alexanderplatz,1704
Südkreuz,1704
Tiergarten,1705
Invalidenstraße,1705
Deutschland,1705
Charlottenburg-Nord,1706
Bergstraße,1707
Filandastraße,1707
Steglitz,1707
Neukölln,1707
Brand,1708
Rudower Straße,1708
Altglienicke,1708
Lankwitz,1709
Malteser Straße,1709
Wilhelmsruher Damm,1710
Senftenberger Ring,1710
Treuenbrietzener Straße,1710
Märkischen Viertel,1710
Oranienburger Straße,1711
Rot,1711
Tucholskystraße,1711
Friedrichstraße,1711
Olwenstraße,1712
Frohnau,1712
Karmeliterweg,1712
Alemannenstraße,1712
Plauener Straße,1713
Hohenschönhausen,1713
Rhinstraße,1713
Alt-Karow,1714
Karow,1714
Alexanderplatz,1715
Aronsstraße,1716
Neukölln,1716
Rosenthaler Platz,1717
Lichtenrade,1718
Seydlitzstraße,1718
Prenzlauer Allee,1719
Marienburger Straße,1719
Pankow,1719
Schöneberg,1720
Bayerischen Platz,1720
Berlin,1720
Knobelsdorff,1721
Königin-Elisabeth-Straße,1721
Westend,1721
Hohenschönhausen,1723
Malchower Weg,1723
Auguste-Victoria-Allee,1724
Reinickendorf,1724
Ollenhauerstraße,1724
Lichtenberg,1725
Frankfurter Allee,1725
Reinickendorf,1726
Moritzplatz,1727
Kreuzberg,1727
Berlin,1727
Reinickendorf,1728
Residenzstraße,1728
Wilmersdorf,1729
Uhlandstraße,1729
Spandauer Straße,1730
Alexanderplatz,1730
Mühlendamm,1730
Kreuzberg,1731
Eberhard-Roters-Platz,1731
Berlin,1731
Karl-Liebknecht-Straße,1732
Schöneberg,1733
Priesterweg,1733
Garnisionskirchplatz,1735
Anna-Luisa-Karsch-Straße,1735
Spandauer Brücke,1735
Zimmermannstraße,1736
Blumberger Damm,1736
Wuhletalstraße,1736
Elsterwerdaer Platz,1736
Marzahn,1736
Pablo-Picasso-Straße,1737
Neu-Hohenschönhausen,1737
Karl-Marx-Allee,1738
Alexanderstraße,1738
Alexanderplatz,1738
Louise-Schröder-Platz,1739
Frauenfelder Weg,1739
Wedding,1739
Haselhorst,1740
Nonnendammallee,1740
Siemensstadt,1740
Groscurthstraße,1741
Weißensee,1741
Martin-Opitz-Straße,1742
Friedrichshain,1743
Warschauer Straße,1743
Frankfurter Allee,1743
Schmargendorf,1745
Krampasplatz,1745
Columbiadamm,1745
Berlin,1745
Tempelhof,1745
Reinickendorf,1746
Breitkopfstraße,1746
Lichtenberg,1747
Herzbergstraße,1747
Moabit,1748
Turmstraße,1748
Kottbusser Tor,1749
Skalitzer Straße,1749
Mariannenstraße,1749
Kreuzberg,1749
Litauen,1750
Lichtenberg,1750
Polen,1750
Reinickendorf,1750
Frankreich,1750
Berlin,1750
Österreich,1750
Treptow,1750
Deutschland,1750
Großbritannien,1750
Marzahn,1750
Weißrussland,1750
Vietnam,1750
Köpenick,1750
Alt-Hohenschönhausen,1750
Bülow,1751
Steinmetzstraße,1751
Schöneberg,1751
Wilmersdorf,1752
Tierpark,1754
Treskowallee,1754
Grün,1754
Karlshorst,1754
Schöneweide,1754
Ehrlichstraße,1754
Falkenberg,1755
Stresemannstraße,1756
Leipziger Straße,1756
Neukölln,1757
Springbornstraße,1758
Johannisthal,1758
Baumschulenweg,1759
Späthsfelder Weg,1759
Oppelner Straße,1760
Berlin,1760
Bevern,1760
Friedrichshain,1760
Kreuzberg,1760
Köpenicker Allee,1761
Karlshorst,1761
Hansastraße,1762
Alt-Hohenschönhausen,1762
Falkenhagener Feld,1763
Wasserwerkstraße,1763
Bismarckstraße,1764
Ernst-Reuter-Platz,1764
Charlottenburg,1764
Behrenstraße,1765
Berlin,1765
Wilhelm,1765
Friedrichshain,1767
Mühsamstraße,1767
Wilmersdorf,1768
Lichtenberg,1769
Norbertstraße,1769
Hohenschönhausen,1769
Amtsstraße,1769
Charlottenburg,1769
Landjägerstraße,1769
Treptow-Köpenick,1769
Kaiserin-Augusta-Allee,1769
Bitterfelder Straße,1769
Gehrenseestraße,1769
Köpenick,1769
Schillerpromenade,1770
Neukölln,1770
Tempelhofer Damm,1771
Lankwitz,1771
Tempelhof,1771
Tempelhofer Hafen,1771
Kreuzberg,1772
Ritterstraße,1772
Rosa-Luxemburg-Straße,1774
Rosa-Luxemburg-Platz,1774
Alexanderplatz,1774
Charlottenburg,1775
Kantstraße,1775
Breitscheidplatz,1775
Joachimsthaler,1775
Rot,1775
Berlin,1776
Prenzlauer Berg,1777
Grunerstraße,1778
Berlin-Wedding,1779
Berlin,1779
Neukölln,1779
Kreuzberg,1780
Cuvrystraße,1780
Görlitzer Straße,1780
Britz,1781
Buckower Damm,1781
Gutschmidtstraße,1781
Berlin,1781
Buckower Damms,1781
Weißensee,1782
Neukölln,1782
Tino-Schwierzina-Straße,1782
Florian-Geyer-Straße,1783
Adlershof,1783
Litauen,1785
Omnibusbahnhof,1785
Westend,1785
Wedding,1786
BAB A 100,1786
Lichtenberg,1787
Tiergarten,1787
Berlin,1787
Keithstraße,1787
Deutschland,1787
Wilhelm-Guddorf-Straße,1787
Kietzer Weg,1787
Landsberger Allee,1788
Lichtenberg,1788
Vulkanstraße,1788
Pankower Allee,1789
Reinickendorf,1789
Klemkestraße,1789
Märkisches Viertel,1790
Königshorster Straße,1790
Prerower Platz,1791
Neu-Hohenschönhausen,1791
Schönhauser Allee,1792
Greifswalder Straße,1792
Danziger Straße,1792
Prenzlauer Allee,1792
Rot,1792
Prenzlauer Berg,1792
Leipziger Platz,1793
Leipziger Straße,1793
Pestalozzistraße,1794
Charlottenburg,1794
Damkitzstraße,1795
Heiligensee,1795
Neukölln,1796
Kottbusser Damm,1796
Tegeler Straße,1797
Wedding,1797
Johannisthaler Chaussee,1798
Berlin,1798
Hamburg,1798
Gropiusstadt,1798
Lichtenberg,1799
Rüdigerstraße,1799
Fanningerstraße,1799
Siegfriedstraße,1799
Spandauer Straße,1800
Staaken,1800
Brunsbütteler Damm,1800
Alten,1801
Schönhauser Straße,1801
Albrechtstraße,1802
Schöneberg,1802
Dominicusstraße,1802
Hauptstraße,1802
Fritz-Erler-Allee,1803
Neuköllner Straße,1803
Gropiusstadt,1803
Lipschitzallee,1803
Wilmersdorf,1804
Berlin,1804
BAB 100,1805
Neukölln,1805
Schwarzbacher Straße,1805
Halensee,1805
Asien,1806
Berlin,1806
Friedrichstraße,1806
Berlin,1807
Marlene-Dietrich-Platz,1807
Schwatlostraße,1808
Heusingerstraße,1808
Osdorfer Straße,1808
Ostpreußendamm,1808
Lichterfelde,1808
Holzhauser Straße,1808
Bellermannstraße,1808
Seidelstraße,1808
Gesundbrunnen,1808
Neukölln,1808
Grüntaler Straße,1808
Berliner Straße,1808
Mariendorf,1808
Maybachufer,1808
Heinrich-Heine Straße,1810
Heinrich-Heine-Straße,1810
Moritzplatz,1810
Friedrichshain,1811
Frankfurter Allee,1811
Lorenzstraße,1812
Seydlitzstraße,1812
Leonoren,1812
Beethovenstraße,1812
Kranoldplatz,1812
Kaiser-Wilhelm-Straße,1812
Lankwitz,1812
Wendenschloßstraße,1813
Köpenick,1813
Wilhelmstadt,1814
Schmidt-Knobelsdorf-Straße,1814
Rahnsdorf,1815
Lassallestraße,1815
Wilhelmstadt,1816
Weinmeisterhornweg,1816
Charlottenburg,1817
Lise-Meitner-Straße,1817
Berlin,1818
Marienfelde,1819
Wiesauer Straße,1819
Charlottenburg,1820
Liberia,1820
Turmstraße,1821
Grunewald,1822
Königsweg,1822
Fröbelstraße,1823
Brasilien,1823
M2,1823
Prenzlauer Allee,1823
Prenzlauer Berg,1823
Theodor-Heuss-Platz,1824
Westend,1824
Alexanderplatz,1825
Friedenau,1826
Oberbaumbrücke,1827
Warschauer Straße,1827
Friedrichshain,1827
Heerstraße,1828
Potsdamer Chaussee,1828
Gatow,1828
Kreuzberg,1829
Seelenbinderstraße,1830
Bahnhofstraße,1830
Köpenick,1830
Seelenbinder,1830
Rübelandstraße,1831
Thomasstraße,1831
Neukölln,1831
Wüsthoffstraße,1832
Bäumerplan,1832
Friedenau,1833
Breitenbachplatz,1833
Südwestkorso,1833
Wilmersdorf,1834
Mecklenburgischen Straße,1834
Mahlsdorf,1835
Rahnsdorfer Straße,1835
Hultschiner Damm,1835
Chausseestraße,1836
Neukölln,1837
Emser Straße,1837
Marlene-Dietrich-Platz,1838
Emser Straße,1839
Friedrichshain,1840
Revaler Straße,1840
Stuttgarter Platzes,1841
Lewishamstraße,1841
Charlottenburg,1841
Kaiser-Friedrich-Straße,1841
Zehlendorf,1842
Ribnitzer Straße,1843
Hohenschönhausen,1843
Kantstraße,1844
Charlottenburg,1844
Herbartstraße,1844
Tempelhof,1845
Kaiserstraße,1846
Teltowkanal,1846
Rathausstraße,1846
Markgrafenstraße,1846
Mariendorf,1846
Zingster Straße,1847
Neu-Hohenschönhausen,1847
Zehlendorf,1848
Potsdamer Chaussee,1848
Neukölln,1849
Hallesches Ufer,1850
Kreuzberg,1850
Möckernstraße,1850
Rot,1850
Burscheider Weg,1851
Spandau,1851
Liebigstraße,1852
Rigaer Straße,1852
Friedrichshain,1852
Reinickendorf,1853
Mariendorfer Damm,1855
Lichtenrader Damm,1855
Lichtenrade,1855
Mariendorf,1855
Neu-Hohenschönhausen,1856
Berlin,1856
Welsestraße,1856
Kurfürstendamm,1857
Wilmersdorf,1857
Friedrichshain,1858
Warschauer Straße,1858
Osloer Straße,1859
Brunnenstraße,1859
Schwedenstraße,1859
Feuerbachstraße,1860
Düppelstraße,1860
Schöneberg,1861
Fuggerstraße,1861
Streit,1862
Kreuzberg,1862
Reichenberger Straße,1862
Gutschmidtstraße,1863
Hardenbergplatz,1864
Charlottenburg,1864
Oranienstraße,1865
Marzahn-Hellersdorf,1865
Friedrichshain-Kreuzberg,1865
Kreuzberg,1865
Boschpoler Straße,1865
Marzahn,1865
Späthstraße,1866
Britz,1866
Nürnberger Straße,1867
Badstraße,1867
Charlottenburg,1867
Charlottenburg-Wilmersdorf,1867
Gesundbrunnen,1867
Lietzenburger Straße,1867
Köpenicker Straße,1868
Holländerstraße,1869
Reinickendorf,1869
Mark,1869
Roedernallee,1869
Wilhelmsruher Damm,1870
Grunewald,1871
Ecke Seestraße,1871
Märkischen Allee,1872
Marzahn,1872
Prenzlauer Berg,1873
Schönhauser Allee,1873
Berlin,1874
Turmstraße,1874
Thaerstraße,1875
Prenzlauer Berg,1875
Biesdorf,1876
Annenstraße,1876
Bornholmer Straße,1877
Nordkapstraße,1877
Wisbyer Straße,1877
Driesener Straße,1877
Prenzlauer Berg,1877
Wilmersdorf,1878
Rudolstädter Straße,1878
Mecklenburgische Straße,1878
Handjerystraße,1879
Hellersdorfer Promenade,1880
Hellersdorf,1880
Charlottenburg,1881
Spandauer Damm,1881
Luisenplatz,1881
Kaiser-Friedrich-Straße,1881
Sophie-Charlotten-Straße,1881
Otto-Suhr-Allee,1881
Brand,1882
Alt-Biesdorf,1882
Biesdorf,1882
Ruhlebener Straße,1883
Spandau,1883
Charlottenburger Chaussee,1883
Stendelweg,1883
Kreuzberg,1884
Ohlauer Straße,1884
Holzhauser Straße,1885
Berliner Straße,1885
Reinickendorf,1885
Mollstraße,1886
Prenzlauer Berg,1887
Schönhauser Allee,1887
Britz,1888
Fritz-Werner-Straße,1889
Mariendorf,1889
Niederschönhausen,1890
Grabbeallee,1890
Charlottenburg,1891
Goethestraße,1891
Britz,1892
Britzer Damm,1892
Müggelheimer Damm,1893
Köpenick,1893
Salvador-Allende-Straße,1893
Prenzlauer Berg,1894
Greifswalder Straße,1894
Sonnenallee,1895
Neukölln,1895
Koenigsallee,1896
Hagenplatz,1896
Grunewald,1896
Mohriner Allee,1897
Rixdorfer Straße,1897
Britz,1897
Buckower Damm,1897
Dietzgenstraße,1898
Grün,1898
Beuthstraße,1898
Niederschönhausen,1898
Erasmusstraße,1899
Huttenstraße,1899
Brand,1900
Kreuzberg,1900
Cuvrystraße,1900
Hans-Otto-Straße,1901
Prenzlauer Berg,1901
Danziger Straße,1901
Rixdorfer Straße,1902
Skoda,1902
Kollostraße,1902
Eisenacher Straße,1902
Mariendorf,1902
Lankwitz,1903
Brieger Straße,1903
Spandau,1904
Falkenseer Chaussee,1904
Charlottenburg,1905
Halemweg,1905
Tiergarten,1906
Potsdamer Straße,1906
Kurfürstenstraße,1906
Hermannstraße,1907
Hermannplatz,1907
Neukölln,1907
Budapest,1908
Ungarn,1908
Berlin,1908
Deutschland,1908
Zoologischer Garten,1908
Wilmersdorf,1908
Berlin-Wilmersdorf,1908
Berliner Straße,1908
Alt-Treptow,1909
Schlesischen Busch,1909
Spandauer Damms,1910
Königin-Elisabeth-Straße,1910
Charlottenburg,1910
Flottwellstraße,1911
Tiergarten,1911
Reinickendorfer Straße,1912
Wiesenstraße,1912
Schöneberg,1913
Reinickendorf,1913
Alboinstraße,1913
Tempelhofer Damm,1914
Tempelhof,1914
Borussiastraße,1914
Mehringdamm,1914
Karl-Marx-Straße,1915
Neukölln,1915
Grünberger Straße,1916
Friedrichshain,1916
Gärtnerstraße,1916
Boxhagener Platz,1916
Neumannstraße,1917
Pankow,1917
Heiligensee,1918
Schulzendorfer Straße,1918
Kreuzberg,1919
Residenzstraße,1920
Friedrichstraße,1921
Unter den Linden,1921
Gleimstraße,1922
Rügener Straße,1922
Frankfurter Tor,1923
Karl-Marx-Allee,1923
Friedrichshain,1923
Warschauer Brücke,1925
Friedrichshain,1925
Tamara-Danz-Straße,1925
Grün,1926
Prenzlauer Berg,1926
Neumannstraße,1926
Wisbyer Straße,1926
Spanische Allee,1927
Kronprinzessinnenweg,1927
Potsdam,1927
Lienemannstraße,1928
General-Woyna-Straße,1928
Reinickendorf,1928
Hilbertstraße,1929
Krügerstraße,1929
Hohenzollernstraße,1929
Alt-Treptow,1930
Kleinen Tiergarten,1931
Schwarzen Weg,1932
Tegel,1932
Kurfürstendamm,1933
Charlottenburg,1933
Fulhamer Allee,1934
Britz,1934
Parchimer Allee,1934
Tiergarten,1935
Yitzhak-Rabin-Straße,1935
Staaken,1936
Cosmarweg,1936
Joachimsthaler Straße,1937
Lichtenberg,1937
Landsberger Allee,1937
Ratiborstraße,1938
Amendestraße,1939
Raschdorff,1939
Breitkopfstraße,1939
Niederschönhausen,1939
Reinickendorf,1939
Pankow,1939
Harzgeroder Straße,1939
Residenzstraße,1939
Alexanderstraße,1940
Alexanderplatz,1940
Zehlendorf,1941
Fischerhüttenstraße,1941
Potsdamer Straße,1941
Emmentaler Straße,1942
Reinickendorf,1942
Breitkopfstraße,1942
Simon-Dach-Straße,1943
Revaler Straße,1943
Berlin,1943
Friedrichshain,1943
Spandau,1944
Schönwalder Straße,1944
Fehrbelliner Tor,1944
Berliner Ring,1945
Heinrich-Grüber-Straße,1945
Stendaler Straße,1945
Alt-Mahlsdorf,1945
Oder,1945
Zossener Straße,1945
Hellersdorf,1945
Frankfurt,1945
Hönower Straße,1945
Gutenbergstraße,1945
Charlottenburg,1946
Luisenplatz,1946
Eosanderstraße,1946
Genter Straße,1947
Ostender Straße,1947
Wedding,1947
Biesdorf,1948
Wilhelminenhofstraße,1948
Rathenaustraße,1948
Oberschöneweide,1948
Elsterwerdaer Platz,1948
Kreuzberg,1949
Gneisenaustraße,1949
Mehringdamm,1949
Nostitzstraße,1949
Moabit,1950
Berlin,1950
Hönow,1951
Strausberger Platz,1951
Berlin,1951
Friedrichshain,1951
Klopstockstraße,1952
Tiergarten,1952
Großer Stern,1952
Hermannstraße,1953
Werbellinstraße,1953
Karl-Marx-Straße,1953
Britzer Damm,1953
Neukölln,1953
Morusstraße,1953
Silbersteinstraße,1953
Eichborndamm,1954
Reinickendorf,1954
Ollenhauerstraße,1954
Waldstraße,1954
An den Freiheitswiesen,1955
Ruhlebener Straße,1955
Teltower Straße,1955
Wilhelmstadt,1955
Pankow,1956
Drakestraße,1957
Lichterfelde,1957
Breitscheidplatz,1958
Charlottenburg,1958
Kreuzberg,1959
Möckernstraße,1959
Reinickendorf,1960
Kögelstraße,1960
Köpenick,1961
Kastanienallee,1962
Alt-Moabit,1963
Görlitzer Park,1964
Feuerbachstraße,1965
Schloßstraße,1965
Körnerstraße,1965
Steglitz,1965
Segewaldweg,1966
Köpenick,1966
Breite Straße,1967
Pankow,1967
Stiftsweg,1967
Wilhelmstraße,1968
Yitzhak-Rabin-Straße,1968
Friedrichstraße,1968
Unter den Linden,1968
Scheidemannstraße,1968
Berlins,1968
Tiergarten,1968
Pariser Platz,1968
Berlin,1968
Cora-Berliner-Straße,1968
Dorotheenstraße,1968
Tegel,1968
Hannah-Ahrendt-Straße,1968
Brandenburger Tor,1968
Ebertstraße,1968
Behrenstraße,1968
Berlin,1969
Wermuthweg,1970
Gropiusstadt,1970
Radickestraße,1972
Adlershof,1972
Friedrichshain,1973
Warschauer Straße,1973
Schöneberg,1974
Schloßstraße,1974
Filandastraße,1974
Steglitz,1974
Lohmühlenstraße,1975
Alt-Treptow,1975
Neukölln,1976
Silbersteinstraße,1976
Ottostraße,1977
Stubenrauchstraße,1978
Cranachstraße,1979
Kreuzberg,1980
Reichenberger Straße,1980
Wiener Straße,1980
Fürther Straße,1981
Lichtenrade,1981
Weißensee,1982
Else-Jahn-Straße,1982
Badstraße,1983
Schwedenstraße,1983
Exerzierstraße,1983
Boxhagener Straße,1984
Wühlisch,1984
Grün,1984
Friedrichshain,1984
Marktstraße,1984
Neue Bahnhofstraße,1984
Britz,1985
Neukölln,1985
Blaschkoallee,1985
Pillnitzer Weg,1986
Kreuzberg,1987
Möckernstraße,1987
Yorckstraße,1987
Alt-Treptow,1988
Schlesischer Busch,1988
Spandau,1989
Neukölln,1990
Fontanestraße,1990
Lichterfelde,1991
Goerzallee,1991
Granitzstraße,1992
Berliner Straße,1992
Pankow,1992
Rathausstraße,1993
Popitzweg,1994
Siemensstadt,1994
Schererstraße,1995
Wedding,1995
Albert-Kuntz-Straße,1996
Hellersdorf,1996
Hoyerswerdaer Straße,1996
Poelchaustraße,1997
Marzahn,1997
Neukölln,1998
Silbersteinstraße,1998
Neukölln,1999
Grenzallee,2000
Britz,2000
Spandau,2000
BAB 100,2000
Oranienburger Straße,2001
Wittenau,2001
Weißensee,2002
Berliner Allee,2002
Malchow,2002
Kissingenstraße,2003
Pankow,2003
Alexanderplatz,2004
Grunewaldstraße,2005
Martin-Luther-Straße,2005
Rathaus,2005
Kleistpark,2005
Schöneberg,2005
Bayerischer Platz,2005
Lassenstraße,2006
Polen,2006
Grunewald,2006
Ribnitzer Straße,2007
Neu-Hohenschönhausen,2007
Busonistraße,2008
Berlin,2008
Am Elsebrocken,2008
Karow,2008
Französisch Buchholz,2009
Schillingweg,2009
Blankenfelder Straße,2009
Berlin,2009
Neu-Hohenschönhausen,2010
Kiefholzstraße,2011
Alt-Treptow,2011
Charlottenburg,2012
Klausenerplatz,2012
Spandauer Damms,2012
Sophie-Charlotten-Straße,2012
Otto-Suhr-Allee,2012
Schöneberg,2013
Bülowstraße,2013
Waldowallee,2014
Treskowallee,2014
Marksburgstraße,2014
Karlshorst,2014
Lipschitzallee,2015
Kölner Damm,2015
Gutschmidtstraße,2015
Johannisthaler Chaussee,2015
Gropiusstadt,2015
Fritz-Erler-Allee,2015
Renault Kangoo,2016
Senefelder Straße,2016
Raumerstraße,2016
Prenzlauer Allee,2016
Prenzlauer Berg,2016
Messedamm,2017
Halenseestraße,2017
Lichterfelde,2017
Grunewald,2017
Hermannstraße,2018
Hermannplatz,2018
Neukölln,2018
Kottbusser Damm,2018
Staaken,2019
Schluchseestraße,2020
Titiseestraße,2020
Friedrichstraße,2021
Josef-Orlopp-Straße,2022
Herzberg,2022
Storkower Straße,2022
Lichtenrade,2023
Krontalstraße,2023
Berliner Straße,2024
Pankow,2024
Mühlenstraße,2024
Mehringdamm,2025
Bergmannstraße,2025
Mehringdamms,2025
Gneisenaustraße,2025
Kreuzberg,2025
Friedrichshain,2026
Pintschstraße,2026
Potsdamer Platz,2027
Tiergartenstraße,2027
Torstraße,2028
Prenzlauer Berg,2028
Schönhauser Allee,2028
Kurfürstendamm,2029
Friedenau,2029
Walther-Schreiber-Platz,2029
Niederschönhausen,2030
Friedrich-Engels-Straße,2030
Frankfurter Tor,2031
Rigaer Straße,2031
Friedrichshain,2031
Alt-Mahlsdorf,2032
Mahlsdorf,2032
Falkenhagener Feld,2033
Falkenseer Chaussee,2033
Am Kiesteich,2033
Falkensee,2033
Stadtrandstraße,2033
Friedrichshain,2034
Rigaer Straße,2034
Hansastraße,2035
Residenzstraße,2035
Gesundbrunnen,2035
Rönnestraße,2036
Charlottenburg,2036
Berlin,2036
Prenzlauer Berg,2037
Wichertstraße,2037
Schönhauser Allee,2037
Nestorstraße,2038
Paulsborner Straße,2038
Halensee,2038
Seesener,2038
Suzuki,2038
Spandau,2039
Seegefelder Straße,2039
Ringbahnstraße,2040
Halensee,2040
Osloer Straße,2041
Gesundbrunnen,2041
Wilmersdorf,2042
Bielefelder Straße,2042
Hohenzollerndamms,2042
Friedrichshain,2043
Sonnenallee,2044
Berlin,2044
Ziegrastraße,2044
Neukölln,2044
Spandau,2045
Westend,2045
Berlin,2045
Spandauer Damm,2045
Reichsstraße,2045
Kreuzberg,2046
Berlin,2046
Görlitzer Park,2046
Columbiadamm,2047
Berlin,2047
Konstanzer Straße,2047
Halensee,2047
Tempelhof,2047
Wilmersdorf,2047
Bismarckstraße,2048
Spandau,2048
Neuendorfer Straße,2048
Juliusturm,2049
Spandau,2049
Nonnendammallee,2049
Malplaquetstraße,2050
Rudow,2051
Narkauer Weg,2051
Westend,2051
Friedrichshain,2052
Rigaer Straße,2052
Brand,2053
Yitzhak-Rabin-Straße,2053
Großbeerenstraße,2054
Kreuzberg,2054
Viktoriapark,2054
Westend,2055
Prenzlauer Berg,2056
Liebigstraße,2057
Rigaer Straße,2057
Friedrichshain,2057
Prenzlauer Berg,2058
Berlin,2058
Humannplatz,2058
Berlin,2059
Osloer Straße,2060
Dörpfeldstraße,2061
Rudower Chaussee,2061
Berlin,2061
Adlershof,2061
Mehringdamm,2062
Möckernstraße,2062
Schöneberger Straße,2062
Kreuzberg,2062
Tempelhofer Ufer,2062
Kissingenplatz,2063
Elsa-Brandström-Straße,2063
Pankow,2063
Prenzlauer Promenade,2063
Neumannstraße,2063
Wichurastraße,2064
Lankwitz,2064
Bürgerstraße,2065
Britz,2065
Buschkrugallee,2065
Kurfürstendamm,2066
Kaiserdamm,2066
Drosselwegs,2067
Grünau,2067
Reinickendorf,2068
Roedernallee,2068
Tempelhofer Damm,2069
Tempelhofer Damms,2069
Wolffring,2069
Tempelhof,2069
Marzahn,2070
S-Bahnhof Buch,2071
Hermsdorf,2072
Oraniendamm,2072
Almutstraße,2072
Tegeler Straße,2072
Berliner Straße,2072
Mansfelder Straße,2073
Wilmersdorf,2073
Galenstraße,2074
Münsinger Park,2074
Seegefelder Straße,2075
Stabsholzgarten,2075
Tauentzienstraße,2076
Charlottenburg,2076
Augsburger Straße,2076
Wedding,2077
Brüsseler Straße,2077
Niederschönhausen,2078
Hermann-Hesse-Straße,2078
Blankenburger Straße,2078
Ossietzkyplatz,2078
Kohlhasenbrücker Straße,2079
Wannsee,2079
Berlin,2080
Reichsstraße,2081
Theodor-Heuss-Platz,2081
Westend,2081
Friedrichshain,2082
Karl-Marx-Allee,2082
Koppenstraße,2082
Seestraße,2083
Müllerstraße,2083
M 13,2083
Wedding,2083
Rummelsburg,2084
Passauer Straße,2085
Schöneberg,2085
Lietzenburger Straße,2085
Reinickendorf,2086
Scharnweberstraße,2086
Charlottenburg,2087
Bismarckstraße,2087
Fußgängerfurt,2087
Kaiser-Friedrich-Straße,2087
Rot,2087
Hansastraße,2088
Biesterfelder Straße,2088
Malchower Weg,2088
Alt-Hohenschönhausen,2088
Kurfürstendamm,2089
Rankestraße,2089
Charlottenburg,2089
Gesundbrunnen,2090
Wiesenstraße,2090
Klopstockstraße,2091
Grunewald,2092
Hüttenweg,2092
Nikolassee,2092
Neukölln,2093
Boddinplatz,2093
Köpenick,2094
Kladow,2095
Ritterfelddamm,2095
Kladower Damm,2095
Berliner Straße,2096
Wendenschlossstraße,2097
Charlottenstraße,2097
Köpenick,2097
Dorotheenstraße,2097
Gertraudenbrücke,2098
Mühlendamm,2098
Wittenau,2099
Wittenauer Straße,2099
Prenzlauer Berg,2100
Prenzlauer Allee,2100
Friedrichshain,2101
Warschauer Straße,2101
Zehlendorf,2102
Königsstraße,2102
Jungfernheideweg,2103
Weltlingerbrücke,2103
Heckerdamm,2103
Charlottenburg-Nord,2103
Weltlinger Brücke,2103
Müller-Breslau-Straße,2104
Charlottenburg,2104
Fasanenstraße,2104
Marzahn,2105
Blenheimstraße,2105
Marchwitzastraße,2105
Tempelhofer Weg,2106
Britz,2106
Gottlieb-Dunkel-Straße,2106
Fritz-König-Weg,2107
Oberschöneweide,2107
Rummelsburger Landstraße,2107
Friedenau,2108
Renée-Sintenis-Platz,2108
Ellwanger Straße,2109
Steglitz,2109
Buckow,2110
Zoologischer Garten,2111
Charlottenburg,2111
Hardenbergstraße,2111
Südostallee,2112
Rixdorfer Straße,2112
Sonnenallee,2112
Johannisthal,2112
Kiefholzstraße,2112
Friedenau,2113
Bismarckstraße,2114
Charlottenburg,2114
Shisha-Bar,2114
Schöneberg,2115
Bautzener Platz,2115
Pankower Allee,2116
Reinickendorf,2116
Deutsche Straße,2117
Thurgauer Straße,2117
Reinickendorf,2117
Residenzstraße,2117
Marzahn,2118
Prenzlauer Berg,2119
Schönhauser Allee,2119
Friedrich-Ludwig-Jahn,2119
Prenzlauer Berg,2120
Greifswalder Straße,2120
Hohenschönhausen,2121
Westend,2122
Spandau,2123
Münsinger Park,2123
Prenzlauer Berg,2124
Prenzlauer Allee,2124
Hohenschönhausen,2125
Hansastraße,2125
Berlin,2125
Feldtmannstraße,2125
Buschallee,2125
Neu-Hohenschönhausen,2125
Malchower Weg,2125
Ahrenshooper Straße,2125
Spandau,2126
Feldstraße,2126
Weißensee,2127
Buschallee,2127
Kurfürstendamm,2128
Charlottenburg-Wilmersdorf,2128
Berlin,2128
Flensburg,2128
Wilhelmsruh,2129
Berlin,2129
Lessingstraße,2129
Stauffenbergstraße,2130
Tiergarten,2130
Reichpietschufer,2130
Hitzigallee,2130
Friedrichsfelde,2131
Erich-Kurz-Straße,2131
Wönnichstraße,2132
Rummelsburg,2132
Weißensee,2133
