LocationFromNERflair,policereport_id
Stolzenfelsstraße,8964
Fußgängerfurt,8964
Oberschöneweide,8964
Otto-Braun-Straße,8964
Gesundbrunnen,8964
Karlshorst,8964
Holzstraße,8964
Kunheimstraße,8964
Strausberger Platz,8964
Wedding,8965
Haßfurter Weg,8966
Pankow,8966
Heerstraße,8967
Westend,8967
Wartiner Straße,8968
Falkenberger Chaussee,8968
Berlin,8968
Neu-Hohenschönhausen,8968
Wartenberg,8968
Welsestraße,8968
Crivitzer Straße,8968
Grevesmühlener Straße,8968
Biesenbrower Straße,8968
Holzhauser Straße,8969
Tegel,8969
BAB 111,8969
Norden,8969
Berliner Straße,8969
Wittestraße,8969
Schmargendorf,8970
Cunostraße,8970
Oeynhauser Straße,8970
Schöneberg,8971
Kreuzberg,8971
Yorckstraße,8971
Mauerpark,8972
Görlitzer Park,8972
Wedding,8972
Osloer Straße,8972
Seestraße,8972
Friedrichshain,8972
Monbijoupark,8972
Viktoriapark,8972
Kottbusser Tor,8973
Wrangelstraße,8973
Skalitzer Straße,8973
Schlesisches Tor,8973
Kreuzberg,8973
Lübecker Straße,8974
Moabit,8974
Berlinickestraße,8974
Steglitz,8974
Weitlingstraße,8975
Rummelsburg,8975
Margaretenstraße,8975
Berlin-Tempelhof,8975
Wönnichstraße,8975
Bayernring,8975
Skandinavische Straße,8976
Weitlingstraße,8976
Rummelsburg,8976
Fuggerstraße,8977
Frobenstraße,8977
Bülowstraße,8977
Kurfürstenstraße,8977
Schöneberg,8977
Eisenacher Straße,8977
Johannisthaler Chaussee,8978
Berlin,8978
Leipziger Straße,8978
Mitte,8978
Gropiusstadt,8978
Neukölln,8978
Kruppstraße,8979
Moabit,8979
Perleberger Straße,8979
Lehrter Straße,8979
Kladow,8980
Breitehornweg,8980
Christoph-Kolumbus-Straße,8980
Kladower Damm,8980
Riesaer Straße,8981
Jenaer Straße,8981
Marzahn-Hellersdorf,8981
Lindenstraße,8981
Franz-Klühs-Straße,8981
Gitschiner Straße,8981
Friedrichshain-Kreuzberg,8981
Hellersdorf,8981
Kreuzberg,8981
Friedrichshain,8982
Am Wriezener Bahnhof,8982
Friedrichshain,8983
Rigaer Straße,8983
Berlin,8983
Nehringstraße,8984
Charlottenburg,8984
Brunnenstraße,8985
Hanne-Sobek-Platz,8985
Gesundbrunnen,8985
Marienfelde,8986
Maximilian-Kaller-Straße,8986
Kreuzberg,8987
Reichenberger Straße,8987
Weißensee,8988
Prenzlauer Berg,8988
Prenzlauer Allee,8988
Reinickendorf,8989
Roedernallee,8989
Bellermannstraße,8990
Ernst-Thälmann-Park,8991
Prenzlauer Berg,8991
Beusselstraße,8992
Spandau,8992
Hakenfelde,8992
Moabit,8992
Schönwalder Allee,8992
Erna-Samuel-Straße,8992
Berlin-Treptow,8993
Berlin,8993
Rheinsberger Straße,8994
Wilhelmstraße,8995
Oranienstraße,8995
Martin-Luther-Straße,8995
Skalitzer Straße,8995
Mitte,8995
Schöneberg,8995
Lietzenburger Straße,8995
Kreuzberg,8995
Reinickendorf,8996
Berlin,8996
Luxemburger Straße,8996
Wedding,8996
Müllerstraße,8996
Hochstädter Straße,8996
Residenzstraße,8996
Wongrowitzer Steig,8997
Köpenick,8997
Kaulsdorfer Straße,8997
Jan-Petersen-Straße,8998
Marzahn,8998
Reinickendorf,8998
Hallesches Ufer,8999
Wilhelmstraße,8999
Möckernstraße,8999
Kreuzberg,8999
Charlottenburg,9000
Kaiser-Friedrich-Straße,9000
Schöneberg,9001
Vollbrand,9002
Spandau,9002
Haselhorst,9002
Brand,9002
Olga-Tschechowa-Straße,9002
Friedrichshain-Kreuzberg,9002
Alte Jakobstraße,9002
Therese-Giese-Straße,9002
Kreuzberg,9002
Holländerstraße,9003
Reinickendorf,9003
Friedrichshain,9004
Rigaer Straße,9004
Zellestraße,9004
Proskauer Straße,9004
Friedrichshain,9005
Columbiadamm,9006
Neukölln,9006
Goethestraße,9007
Charlottenburg,9007
Knesebeckstraße,9007
Heidestraße,9008
Tiergartentunnel,9008
Tegel,9009
Bernhard-Lichtenberg-Platz,9009
Kreuzberg,9010
Friedrichstraße,9010
Friedrichshain-Kreuzberg,9010
Friedrichsfelde,9011
Marzahner Chaussee,9011
Hohenschönhauser Straße,9011
Seddiner Straße,9011
Karlshorst,9011
Fennpfuhl,9011
Dorotheastraße,9011
Kreuzberg,9012
Manteuffelstraße,9012
Köpenicker Straße,9012
Ellen-Epstein-Straße,9013
Beusselstraße,9013
Moabit,9013
Lohmühlenplatz,9013
Neukölln,9013
Perleberger Straße,9013
Liberdastraße,9013
Maybachufer,9013
Kreuzberg,9014
Ernst-Reuter-Platz,9015
Charlottenburg,9015
Hardenbergstraße,9015
Berlin,9016
Weißensee,9017
Rennbahnstraße,9017
Kreuzberg,9018
Rudi-Dutschke-Straße,9018
Friedrichshain,9019
Zellestraße,9019
Rigaer,9019
Heinersdorf,9020
Romain-Rolland-Straße,9020
Moabit,9021
Wiclefstraße,9021
Brand,9022
Wedding,9022
Riesaer Straße,9023
Zerbster Straße,9023
Nelly-Sachs-Straße,9023
Tangermünder Straße Flammen,9023
Hellersdorf,9023
Klopstockstraße,9024
Löwenbrücke,9024
Kolonnenbrücke,9025
Julius-Leber-Brücke,9025
Am Nordgraben,9025
Reinickendorf,9025
Hohenfriedbergstraße,9025
Alt-Reinickendorf,9025
Dudenstraße,9025
Schöneberg,9025
Tempelhof-Schöneberg,9025
Roedernallee,9025
Wilmersdorf,9026
Nachodstraße,9026
Hohenstaufenstraße,9026
Steglitz-Zehlendorf,9027
Britz,9027
Neukölln,9027
Kaiser-Wilhelm-Straße,9027
Lankwitz,9027
Haselhorst,9028
Paulsternstraße,9028
Nonnendammallee,9028
Daumstraße,9028
Kladow,9029
Mecklenburg-Vorpommern,9030
Müritz,9030
Brandenburg,9030
Berlin,9030
Berlin-Tiergarten,9030
Keithstraße,9030
Königs Wusterhausen,9030
Marzahn,9030
Thüringen,9030
Ilmenau,9030
Fehmarner Straße,9031
Berlin,9031
Wedding,9031
Lichtenberg,9032
Schlesischen Straße,9032
Bruchsaler Straße,9032
Spree,9032
Wilmersdorf,9032
Kreuzberg,9032
Rhinstraße,9032
S-Bahnhof Bundesplatz,9032
Brunnenstraße,9033
Invalidenstraße,9033
Schlesische Straße,9034
Oberbaumstraße,9034
Skalitzer Straße,9034
Köpenicker,9034
Köpenicker Straße,9034
Bevern,9034
Kreuzberg,9034
Gormannstraße,9035
Amanlisweg,9036
Marzahn,9036
Berlin,9037
Grün,9037
Wedding,9037
Seestraße,9037
Osloer Straße,9037
Gneiststraße,9038
Lychener,9038
Berlin,9038
Raumerstraße,9038
Prenzlauer Berg,9038
Tempelhofer Weg,9039
Britz,9039
Holzmindener Straße,9039
Berlin,9040
Blumberger Damm,9040
Cecilienstraße,9040
Berlin-Kaulsdorf,9040
Hellersdorf,9040
Marzahn,9040
Heinrich-Grüber-Straße,9040
Charlottenburg-Nord,9041
Brand,9041
Mörschbrücke,9041
Skutaristraße,9042
Schmargendorf,9042
Heydenstraße,9042
Breite Straße,9042
Rixdorfer Straße,9042
Hundekehlestraße,9042
Charlottenburg-Wilmersdorf,9042
Tempelhof-Schöneberg,9042
Marienfelde,9042
Gradestraße,9042
Nahmitzer Damm,9042
Hildburghauser Straße,9042
Kösener Straße,9042
Mariendorf,9042
Roedernallee,9043
Karl-Marx-Straße,9043
Reinickendorf,9043
Neukölln,9043
Friedrichshain,9044
Rigaer Straße,9044
Bersarinplatz,9044
Zellestraße,9044
Heidestraße,9045
Habersaathstraße,9045
Sellerstraße,9045
Fennstraße,9045
Scharnhorststraße,9045
Boyenstraße,9045
Seydlitzstraße,9045
Berlin,9045
Kruppstraße,9045
Perleberger Brücke,9045
Lesser-Ury-Weg,9045
Lehrter Straße,9045
Berlin-Mitte,9045
Invalidenstraße,9045
Buckow,9046
Rudower Straße,9046
Bucher Chaussee,9047
Karow,9047
Achillesstraße,9047
Lichtenberg,9048
Weitlingstraße,9048
Rummelsburg,9048
Berlin,9048
Friedlander Straße,9049
Adlershof,9049
Berlin,9050
Boddinstraße,9050
Hünefeldzeile,9051
Steglitz,9051
Attilastraße,9051
Schichauweg,9052
Wünsdorfer Straße,9052
Brunsbütteler Damm,9053
Spandau,9053
Seegefelder Straße,9053
Wilhelmshavener Straße,9053
Gropiusstadt,9054
Johannisthal,9055
A 113,9055
Segelfliegerdamm,9055
Brand,9056
Ernst-Busch-Straße,9056
Spandau,9057
Berlin,9057
Friedrichshain-Kreuzberg,9057
Neukölln,9057
Kreuzberg,9057
Giesensdorfer Straße,9058
Lichterfelde,9058
Spanische Allee,9059
Berlin,9059
Spanischen Allee,9059
Potsdamer Chaussee,9059
Zehlendorf,9059
Niklasstraße,9059
Berlin,9060
Gropiusstadt,9060
Ringslebenstraße,9060
Friedrich-Gerlach-Brücke,9061
Schöneberg,9061
Hauptstraße,9061
Prenzlauer Berg,9062
Rhinower Straße,9062
Bismarckstraße,9063
Leibnizstraße,9063
Charlottenburg,9063
Theodor-Heuss-Platz,9063
Buckow,9064
Landsberger Allee,9065
Petersburger Straße,9065
Danziger Straße,9065
Grün,9065
Friedrichshain,9065
Rosenthal,9066
Joachimsthaler Straße,9067
Wilmersdorf,9067
Nikolsburger Straße,9067
Holzmarktstraße,9068
BAB 100,9069
Beusselstraße,9069
Jakob-Kaiser-Platz,9069
Seestraße,9069
Charlottenburg-Nord,9069
Kurfürstendamm,9070
Wilmersdorf,9070
Duisburger Straße,9070
Brandenburgische Straße,9070
Hermannstraße,9071
Friedrichshain,9072
Falckensteinstraße,9072
Oberbaumbrücke,9072
Pankstraße,9073
Berlin,9073
Brückenstraße,9074
Schnellerstraße,9074
Michael-Brückner-Straße,9074
Niederschöneweide,9074
Schöneweide,9074
BAB 100,9075
Flensburg,9075
Hohenzollerndamm,9075
Nord,9075
BAB 113,9075
VW Polo,9075
Späthstraße,9075
Süd,9075
Hermann-Dorner-Allee,9075
Zehlendorf,9076
Kurfürstendamm,9077
Charlottenburg,9077
Stralauer Platz,9078
Friedrichshain,9078
Rot,9078
Mühlenstraße,9078
Hermannstraße,9079
Neukölln,9079
Brandenburg,9080
Märkisch-Oderland,9080
Berlin,9080
Weißensee,9080
Prenzlauer Berg,9080
Moabit,9081
Turmstraße,9081
Wilhelmstadt,9082
Märkischen Viertel,9083
Tornower Weg,9083
Wilhelmsruher Damm,9083
Wentowsteig,9083
Dannenwalder Weg,9083
Genter Straße,9084
Luxemburger Straße,9084
Amrumer,9084
Müllerstraße,9084
Wedding,9084
Schöneberg,9085
Kurfürstenstraße,9085
Alexanderplatz,9085
Spandau,9086
Charlottenburg,9086
Staakener Straße,9086
Seegefelder Straße,9086
Charlottenburg-Wilmersdorf,9086
Joachimsthaler Straße,9086
Lietzenburger Straße,9086
Zeppelinstraße,9086
Oberschöneweide,9087
Weichselstraße,9089
Sonnenallee,9089
Berlin,9089
Hermannplatz,9089
Neukölln,9089
Margarete-Steffin-Straße,9090
Lohmühlenstraße,9091
Kiefholzstraße,9091
Alt-Treptow,9091
Lichtenberg,9092
Treptow-Köpenick,9092
Berlin,9092
Marzahn-Hellersdorf,9092
Dahlem,9093
Vogelsang,9093
Königin-Luise-Straße,9093
Lichtenrader Damm,9095
Lichtenrade,9095
Bismarckstraße,9096
Charlottenburg,9096
Oranienburger Straße,9097
Schudomastraße,9098
Neukölln,9098
Emser Straße,9098
Staaken,9099
Heerstraße,9099
Berlin,9099
Mendelssohn-Bartholdy-Park Waggons,9100
Prenzlauer Berg,9100
Tiergarten,9100
Thomas-Mann-Straße,9100
Heckerdamm,9101
Charlottenburg,9101
A 111,9101
Erfurt,9102
Berlin,9102
Sachsen-Anhalt,9102
Leipzig,9102
Magdeburg,9102
Hönow,9103
Louis-Lewin-Straße,9103
Hellersdorf,9103
Schackelsterstraße,9104
Biesdorf,9104
Odernheimer Straße,9105
Raumbacher Straße,9105
Müggelheim,9105
Wilmersdorf,9106
Schmargendorf,9106
Hohenzollerndamm,9106
Detmolder Straße,9106
Heinz-Galinski-Straße,9107
Steglitz-Zehlendorf,9107
Schweden,9107
Friedenfelser Straße,9107
Exerzierstraße,9107
Belßstraße,9107
Gesundbrunnen,9107
Suzuki,9107
Friedrichrodaer Straße,9107
Lankwitz,9107
Malteserstraße,9107
Rosa-Luxemburg-Platz,9108
Berlin,9108
Charlottenburg-Wilmersdorf,9109
Berlin,9109
Münster,9109
Neukölln,9109
Clayallee,9110
Teltower Damm,9110
Zehlendorf,9110
Laehrstraße,9110
Dolgenseestraße,9111
Mahlower Straße,9112
Hermann,9112
Fontanestraße,9112
Neukölln,9112
Tempelhofer Damm,9113
Tempelhof,9113
Senftenberger Ring,9114
Märkischen Viertel,9114
Otisstraße,9115
Kienhorststraße,9115
Osloer Straße,9116
Brunnenstraße,9116
Badstraße,9116
Schwedenstraße,9116
Schmargendorf,9117
Flensburg,9117
Hohenzollerndamm,9117
Steglitz-Zehlendorf,9118
Steglitz,9118
Grunewaldstraße,9118
Treptow-Köpenick,9118
Adlergestell,9118
Adlershof,9118
Clayallee,9118
Köpenicker Straße,9118
Marienfelde,9119
Tirschenreuther Ring,9119
Tellstraße,9120
Neukölln,9120
Weißensee,9121
Berliner Allee,9121
Zehlendorf,9122
Wannsee,9122
Franz-Stenzer-Straße,9123
Marzahn,9123
Säntisstraße,9124
Mariendorfer Damm,9124
Lichtenrade,9124
Mariendorf,9124
BAB 100,9125
Tempelhofer Damm,9125
Charlottenburg,9125
Tempelhof,9125
Neukölln,9125
Glauchauer Straße,9126
Berlin,9126
Hellersdorf,9126
Dutschke,9127
Luftbrücke,9127
Berlin-Tempelhof,9127
Berlin,9128
Landsberger Allee,9129
Marzahn,9129
Hermannstraße,9130
Hermannplatz,9130
Neukölln,9130
Lindenstraße,9131
Köpenick,9131
Stendaler Straße,9132
Hellersdorfer Straße,9132
Hellersdorf,9132
Prenzlauer Berg,9133
Kastanienallee,9133
Bucher Straße,9134
Schwanebecker Chaussee,9135
Von-der-Schulenburg-Park,9136
Neukölln,9136
Alt-Tegel,9137
Oranienburger Tor,9137
Dorotheenstraße,9137
Unter den Linden,9137
Falkenhagener Feld,9138
Kraepelinweg,9138
Schöneberg,9139
Steinmetzstraße,9139
Potsdamer Straße,9139
Ebertstraße,9140
Großen Tiergarten,9140
Yitzak-Rabin-Straße,9140
Wundtstraße,9141
Charlottenburg,9141
Kaiserdamm,9141
Hübnerstraße,9142
Friedrichshain,9142
Weißensee,9143
Gounodstraße,9143
Berliner Allee,9143
Friedrichshain,9144
Rigaer Straße,9144
Zellestraße,9144
Kreuzberg,9145
Ritterstraße,9145
Neu-Hohenschönhausen,9146
Demminer Straße,9146
Afghanistan,9146
Berlin-Lankwitz,9147
Kleistpark,9147
Rudow,9147
Eisenacher Straße,9147
Yorckstraße,9147
Nord,9148
Schöneberg,9148
A 100,9148
Innsbrucker Platz,9148
Klausdorfer Straße,9149
Zossener Straße,9149
Hellersdorf,9149
Tempelhofer Damm,9150
Tempelhof,9150
Waldsassener Straße,9151
Marienfelde,9151
Zehlendorf,9152
Lichterfelde,9152
Ludwigsfelder Straße,9152
Friedrichshain,9153
Rigaer Straße,9153
Liebigstraße,9153
Landsberger Allee,9154
Blücherstraße,9154
Marzahn,9154
Marzahn-Hellersdorf,9154
Urbanstraße,9154
Fußgängerfurt,9154
Friedrichshain-Kreuzberg,9154
Blumberger Damm,9154
Zossener Straße,9154
Toyota,9154
Kreuzberg,9154
Moabit,9155
Wiclefstraße,9155
Rathausstraße,9156
Charlottenburg,9157
Huttenstraße,9157
Charlottenburg-Wilmersdorf,9157
Moabit,9157
Gaußstraße,9157
Lise-Meitner-Straße,9157
Falkenhagener Feld,9158
Spandau,9158
Radelandstraße,9158
Heckerdamm,9158
Reinickendorf,9158
Jakob-Kaiser-Platz,9158
Rudolf-Wissel-Brücke,9158
Kurt-Schumacher-Damm,9158
Kreuzberg,9159
Kohlfurter Straße,9159
Buckow,9160
Buschkrugallee,9160
Grüner Weg,9160
Schöneberg,9161
Zietenstraße,9161
Nollendorfplatz,9161
Bülowstraße,9161
Niederschöneweide,9162
Cajamarcaplatz,9162
Marzahn,9163
Halensee,9164
Wedding,9164
Kantstraße,9165
Charlottenburg,9165
Friedrichshain,9166
Hedwig-Wachenheim-Straße,9166
Mühlen,9166
Mariendorfer Damm,9167
Mariendorf,9167
Suarezstraße,9168
Pestalozzistraße,9168
Charlottenburg,9168
Kaiser-Friedrich-Straße,9168
Simplonstraße,9169
Friedrichshain,9169
Holteistraße,9169
Warthestraße,9170
Neukölln,9170
Friedrichshain,9171
Rigaer Straße,9171
Liebigstraße,9171
Berlin,9171
Prenzlauer Berg,9172
Gudvanger Straße,9172
Charlottenburg,9173
Flensburg,9173
Lichtenberg,9174
Mauritiuskirchstraße,9174
Sickingenstraße,9175
Blücherstraße,9176
Grunewald,9176
Brandenburg,9176
Berlin,9176
Kreuzberg,9176
Liebigstraße,9177
Berlin,9177
Zellestraße,9177
Berlin-Friedrichshain,9177
Afrikanische Straße,9178
Müller,9178
Ecke Seestraße,9178
Wedding,9178
Seestraße,9178
BAB 100,9179
Grunewald,9179
Auguste,9179
Viktoria-Straße,9179
Schwarzbacher Straße,9179
Kurfürstendamm Ecke,9179
Dahlem,9180
Carpinusweg,9180
Wilhelmsruh,9181
Pankower Allee,9181
Reinickendorf,9181
Kühnemannstraße,9181
Schwabstraße,9181
Landsberger Allee,9182
Friedrichshain,9182
Berlin,9182
Sonnenallee,9183
Neukölln,9183
Friedrichshain,9184
Rigaer Straße,9184
Liebigstraße,9184
Russland,9185
Dreilinden,9185
Dörpfeldstraße,9186
Adlershof,9186
Staaken,9187
Cosmarweg,9187
Charlottenburg,9188
Prinzenallee,9189
Koloniestraße,9189
Gotenburger Straße,9189
Gesundbrunnen,9189
Schulhort,9189
Soldiner Straße,9189
Voltastraße,9190
Brunnenstraße,9190
Gesundbrunnen,9190
Rügener Straße,9190
Müllenhoffstraße,9191
Kreuzberg,9191
Hermannplatz,9191
Perleberger Straße,9192
Turmstraße,9192
Tiroler Straße,9193
Pankow,9193
Frankfurter Allee,9194
Landsberger Allee,9195
Marzahn,9195
Hellersdorfer Straße,9195
Alte,9195
Friedrichshain,9196
Frankfurter Allee,9196
Oranienburger Straße,9197
Spandau,9197
Wilhelmstraße,9197
Reinickendorf,9197
Charlottenburg-Wilmersdorf,9197
Wilhelmstadt,9197
Wittenau,9197
Klosterstraße,9197
Wilmersdorf,9197
Blissestraße,9197
Detmolder Straße,9197
Karl-Marx-Straße,9198
Neukölln,9198
Kreuzberg,9199
Lutherstraße,9200
Fürstenwalder Allee,9200
Rahnsdorf,9200
Fahlenberg,9200
Berliner Straße,9200
Schloßstraße,9201
Steglitz,9201
Joachim-Tiburtius-Brücke,9201
Spandau,9202
Berlin,9202
Altstädter Ring,9202
Kreuzberg,9203
Jahnstraße,9203
Urbanstraße,9203
Schöneberg,9204
Tauentzienstraße,9204
Damerowstraße,9205
Steglitz-Zehlendorf,9205
Hochstraße,9205
Lichterfelde,9205
Pankow,9205
Hildburghauser Straße,9205
Altglienicke,9206
Rudower Straße,9206
Wegedornstraße,9206
Spandau,9207
Westend,9207
Olympische Straße,9207
Flatowallee,9207
Trakehner Allee,9207
Olympischen Straße,9207
Heilsberger Allee,9207
Heerstraße,9207
Reichsstraße,9207
Preußenallee,9207
Johannisthal,9208
Südostallee,9208
Sterndamm,9208
Kreuzberg,9209
Reichenberger Straße,9209
Große-Leege-Straße,9210
Lichtenberg,9210
Charlottenburg,9210
Charlottenburg-Wilmersdorf,9210
Konrad-Wolf-Straße,9210
Lietzenburger Straße,9210
Knesebeckstraße,9210
Alt-Hohenschönhausen,9210
Eichhornstraße,9211
Tiergarten,9211
Kastanienallee,9212
Rosenthal,9212
Treptow-Köpenick,9213
Peter-Anders-Straße,9213
Neukölln,9213
Fritzi-Massary-Straße,9213
Schöneweide,9213
Reichpietschufer,9214
Alt-Rudow,9215
Rudow,9215
Neukölln,9215
Kreuzberg,9215
Zeughofstraße,9216
Kreuzberg,9216
Friedrichsfelde,9217
Lichtenberg,9217
Krautstraße,9217
Brand,9217
Dolgenseestraße,9217
Friedrichshain-Kreuzberg,9217
Friedrichshain,9217
BAB 114,9218
Pankower Straße,9218
Hans-Jürgen-Straße,9218
Französisch-Buchholz,9218
Großziethener Straße,9219
Lichtenrader Damm,9219
Alt-Mariendorf,9219
Lichtenrader Damms,9219
Baumschulenweg,9220
Hänselstraße,9220
Hochstraße,9221
Gesundbrunnen,9221
Kameruner Straße,9222
Wedding,9222
Johannisthal,9223
Springbornstraße,9223
Steglitz,9224
Düppelstraße,9224
Prinzessinnenstraße,9225
Bernhard-Weiß-Straße,9226
Schönhauser Allee,9227
Wichertstraße,9227
Prenzlauer Berg,9227
Friedrichshagen,9228
Myliusgarten,9228
Maienstraße,9229
Schöneberg,9229
Solinger Straße,9230
Tiergarten,9231
Pohlstraße,9231
Heerstraße,9232
Jaczostraße,9232
Westend,9232
Lichtenberg,9233
Marzahn-Hellersdorf,9233
Treskowallee,9233
Mehrower Allee,9233
Karlshorst,9233
Marzahn,9233
Marksburgstraße,9233
Prenzlauer Berg,9234
Kollwitzstraße,9234
Friedrichshain,9235
Fredersdorfer Straße,9235
Rüdersdorfer Straße,9235
Ludwig-Richter-Straße,9236
Plänterwald,9236
Leiblstraße,9236
Zittauer Straße,9237
Rudow,9237
Berlinickestraße,9238
Steglitz,9238
Saatwinkler Damm,9239
Siemensstadt,9239
Albert-Einstein-Straße,9240
Adlershof,9240
Tempelhof-Schöneberg,9241
Schöneberg,9241
Neukölln,9241
Bayerischen Platz,9241
Kottbusser Damm,9241
Karl-Marx-Allee,9242
Strausberger Platz,9242
Alexanderstraße,9242
Brunnenstraße,9243
Badstraße,9243
Kaulsdorf,9244
Bausdorfstraße,9244
Gotzkowskystraße,9245
Helmholtzstraße,9245
Charlottenburg,9245
Grunewald,9246
Martinhorn,9246
Messedamm,9246
Neuen Schildhornweg,9246
Teufelsseechaussee,9246
Jafféstraße,9246
Heerstraße,9246
Karl-Marx-Straße,9247
Neukölln,9247
Osloer Straße,9248
Turmstraße,9248
Zoologischer Garten,9249
Charlottenburg,9249
Tempelhof,9250
Schätzelbergstraße,9250
Tauentzienstraße,9251
Charlottenburg,9251
Wedding,9253
Otawistraße,9253
BAB 100,9254
Charlottenburg,9254
Flensburg,9254
Nord,9254
Kaiserdamm,9254
Landsberger Allee,9255
Marzahner Promenade,9255
Marzahn,9255
Hellersdorf,9255
Spandau,9256
Staakener Straße,9256
Wilhelmshaverner Straße,9256
Wilmersdorf,9257
Brandenburgische Straße,9257
Xantener Straße,9257
Residenzstraße,9258
Zobeltitzstraße,9259
Friedrichshain,9260
Elsenbrücke,9260
Markgrafendamm,9260
Gerichtsstraße,9261
Schönwalder Straße,9261
Gesundbrunnen,9261
Schöneberg,9262
Eisenacher Straße,9262
Kreuzberg,9263
Kottbusser Damm,9263
Moabit,9264
Turmstraße,9264
Suizid,9265
Fürstenwalde,9265
Konrad-Zuse-Straße,9265
Berlin,9265
Adlershof,9265
Heidestraße,9266
Müllerstraße,9266
Schulzendorfer Straße,9266
Kreuzberg,9267
Rudi-Dutschke-Straße,9267
Friedrichsfelde,9268
Am Tierpark,9268
Rhinstraße,9268
Otto-Schmirgal-Straße,9268
Charlottenburg,9269
Treseburger Straße,9269
Quedlinburger Straße,9269
Friedrichsfelde,9270
Erich-Kurz-Straße,9270
Falkenseer Platz,9271
Spandau,9271
Altstädter Ring,9271
Karl-Marx-Straße,9272
Gesundbrunnen,9272
Neukölln,9272
Scheringstraße,9272
Weißensee,9274
Rennbahnstraße,9274
Berliner Allee,9274
Voltastraße,9275
Moabit,9275
Stephanstraße,9275
Gesundbrunnen,9275
Friedrichshain,9276
Krautstraße,9276
Stresemannstraße,9277
Friedrichshain-Kreuzberg,9277
Neukölln,9277
Kreuzberg,9277
Neuköllner Sonnenallee,9277
Parchwitzer Straße,9278
Bohnsdorf,9278
Adlerstraße,9278
Waltersdorfer Straße,9278
Krumme Straße,9278
Pankower Allee,9279
Letteplatz,9279
Berlin,9279
Reinickendorf,9279
Mahlerstraße,9280
Charlottenburger Straße,9280
Berliner Allee,9280
Weißensee,9280
Tassostraße,9280
Friedrichshain,9281
Waldeyerstraße,9281
Frankfurter Allee,9281
Weichselstraße,9281
Wedding,9282
Schulstraße,9283
Berlin,9283
Gesundbrunnen,9283
Lichtenberg,9285
Treptow-Köpenick,9285
Berlin,9285
Marzahn-Hellersdorf,9285
Grunewald,9286
Hüttenweg,9286
Nikolassee,9286
Rudi-Dutschke-Straße,9287
Charlottenstraße,9287
Oranienburger Straße,9288
Wittenau,9288
Tempelhofer Weg,9289
Britz,9289
Treseburger Ufer,9289
Tempelhof,9289
Plauener Straße,9290
Berlin,9290
Alt-Hohenschönhausen,9290
Landsberger Allee,9291
Alt-Hohenschönhausen,9291
Berlin,9292
Moabit,9292
Charlottenburg,9293
Hermsdorf,9293
Charlottenburg-Wilmersdorf,9293
Reinickendorf,9293
Berlin,9293
Schramberger Straße,9293
Lüdtgeweg,9293
Lichtenberg,9294
Siegfriedstraße,9294
Karl-Marx-Straße,9295
Neukölln,9295
Altglienicke,9296
Venusstraße,9296
Marzahn,9297
Wolfener Straße,9297
Leunaer Straße,9297
Bolivarallee,9298
Nußbaumallee,9298
Lübecker Straße,9299
Friedrichshain,9300
Frankfurter Allee,9300
Neukölln,9301
Mainzer Straße,9301
Moabit,9302
Lehrter Straße,9302
Märkischen Allee,9303
Marzahn,9303
Wilseder Straße,9304
Benzmannstraße,9304
Steglitz,9304
Michelangelostraße,9305
Prenzlauer Berg,9305
Greifswalder Straße,9305
Storkower Straße,9305
Britz,9306
Lowise-Reuter-Ring,9306
Fritz-Reuter-Allee,9306
Alt-Mariendorf,9307
Alt-Tegel,9307
Westphalweg,9308
Mariendorf,9308
Ostkreuz,9309
Rummelsburg,9309
Karlshorst,9309
Weißensee,9310
Heinersdorfer Straße,9310
Roelckestraße,9311
Weißensee,9311
Rennbahnstraße,9311
Grellstraße,9312
Prenzlauer Berg,9312
Storkower Straße,9312
Rosa-Luxemburg-Platz,9313
Berlin,9314
Belgien,9314
Wilhelmstadt,9315
Blasewitzer Ring,9315
Marchlewskistraße,9316
Friedrichshain,9316
Rüdersdorfer Straße,9316
Wedekindstraße,9316
Behrenstraße,9317
Glinka,9317
Bernauer Straße,9318
Tegel,9318
Schöneberg,9319
Bülowstraße,9319
Westhafen,9320
Wedding,9320
Charlottenburg,9321
Liebenwalder Straße,9321
Lietzenseeufer,9321
Charlottenburg-Wilmersdorf,9321
Wedding,9321
Erich-Lodemann-Straße,9322
Plänterwald,9322
Altglienicke,9323
Venusstraße,9323
Kantstraße,9324
Charlottenburg,9324
Windscheidstraße,9324
Theodor-Heuss-Platz,9324
Pankow,9325
Trelleborger Straße,9325
Elsa-Brandström-Straße,9325
Vinetastraße,9325
Ottostraße,9327
Rathenower Straße,9327
Berlin,9327
Moabit,9327
Gesundbrunnen,9327
Schwedenstraße,9327
Perleberger Straße,9327
Königshorster Straße,9328
Märkischen Viertel,9328
Ullsteinstraße,9329
Tempelhof,9329
Götzstraße,9330
Alt-Mariendorf,9330
Kaiserin-Augusta-Straße,9330
Tempelhof,9330
Alt-Tempelhof,9330
Mariendorf,9330
Wilmersdorf,9331
Hohenzollerndamm,9331
Württembergischen Straße,9331
Düsseldorfer Straße,9331
Spandau,9332
Falkenseer Damm,9332
Köpenick,9333
Ernst-Reuter-Platz,9334
Bachstraße,9334
Lessingstraße,9334
Fennstraße,9334
Reinickendorfer Straße Ecke Gerichtstraße,9334
Stromstraße,9334
Reinickendorfer Straße,9334
Otto-Suhr-Allee,9334
